stddev_2_a,min_2_a,min_q_2_a,min_q_7_a,min_q_12_a,min_q_17_a,covmat_104_a,logm_9_a,entropy0_a,entropy3_a,stddev_2_b,min_2_b,min_q_2_b,min_q_7_b,min_q_12_b,min_q_17_b,covmat_104_b,logm_9_b,entropy0_b,entropy3_b,label
139.0,-612.0,-567.0,-608.0,-612.0,-563.0,68900.0,9.92,0.0,0.0,148.0,-611.0,-611.0,-564.0,-609.0,-585.0,69400.0,10.0,0.0,0.0,NEGATIVE
9.41,-3.85,8.33,5.78,-3.85,11.5,385.0,5.66,4.97,4.97,10.6,-6.82,-3.83,11.7,14.7,-6.82,890.0,5.05,4.98,4.99,NEUTRAL
11.6,-19.6,-19.6,-15.1,-3.92,-16.0,655.0,5.39,0.0,0.0,12.1,-18.2,-3.07,-15.8,-8.42,-18.2,605.0,5.96,0.0,0.0,POSITIVE
282.0,-895.0,-829.0,-855.0,-895.0,-805.0,149000.0,10.8,0.0,4.88,280.0,-899.0,-899.0,-801.0,-813.0,-872.0,145000.0,10.9,0.0,4.94,POSITIVE
17.9,-30.5,-22.1,-23.0,-22.4,-30.5,252.0,5.4,0.0,0.0,18.0,-30.4,-21.9,-30.0,-30.4,-30.0,298.0,5.32,0.0,0.0,POSITIVE
11.1,1.84,5.18,9.66,1.84,3.4,370.0,4.67,4.98,4.99,12.9,1.75,1.75,3.35,11.2,4.91,528.0,7.13,0.0,0.0,NEUTRAL
695.0,-1210.0,84.4,949.0,976.0,-1210.0,395000.0,9.95,0.0,0.0,924.0,-1210.0,596.0,-1210.0,-996.0,-1090.0,240000.0,10.5,0.0,0.0,NEGATIVE
123.0,-1030.0,-1020.0,-1010.0,-1020.0,-1030.0,195000.0,10.9,0.0,0.0,142.0,-1040.0,-1020.0,-1030.0,-1030.0,-1040.0,197000.0,11.1,0.0,0.0,NEGATIVE
148.0,-697.0,-652.0,-639.0,-597.0,-697.0,77400.0,10.4,0.0,0.0,146.0,-698.0,-598.0,-698.0,-677.0,-669.0,84300.0,10.4,0.0,0.0,NEGATIVE
202.0,-772.0,-772.0,-771.0,-706.0,-738.0,104000.0,10.6,0.0,0.0,198.0,-815.0,-710.0,-745.0,-761.0,-815.0,102000.0,10.8,0.0,0.0,NEGATIVE
252.0,-753.0,-742.0,-753.0,-578.0,-654.0,98500.0,9.83,0.0,4.97,242.0,-648.0,-571.0,-648.0,-429.0,-605.0,63500.0,9.72,0.0,4.96,POSITIVE
23.5,11.5,11.5,16.7,43.2,25.4,993.0,5.33,0.0,4.9,25.4,7.01,37.3,25.6,10.8,7.01,1320.0,4.03,0.0,4.88,POSITIVE
333.0,-765.0,-724.0,-732.0,-737.0,-765.0,105000.0,10.6,0.0,0.0,341.0,-755.0,-746.0,-755.0,-716.0,-711.0,105000.0,10.5,0.0,0.0,NEGATIVE
185.0,-466.0,-466.0,-325.0,-423.0,-448.0,33400.0,8.82,0.0,0.0,189.0,-505.0,-421.0,-453.0,-505.0,-439.0,42400.0,9.38,0.0,0.0,POSITIVE
290.0,-511.0,-355.0,-246.0,-361.0,-511.0,21200.0,2.55,0.0,4.95,285.0,-510.0,-360.0,-510.0,-450.0,-418.0,39700.0,9.55,0.0,4.93,POSITIVE
15.3,1.98,1.98,2.76,5.63,3.69,387.0,3.87,0.0,0.0,16.0,-7.8,5.79,1.44,-7.8,-3.98,412.0,5.12,0.0,0.0,POSITIVE
13.9,-14.7,14.5,-14.7,2.54,3.65,558.0,5.52,0.0,0.0,13.3,2.09,2.09,3.11,17.9,15.4,651.0,5.46,0.0,0.0,NEUTRAL
9.76,12.2,12.2,19.5,12.5,13.6,878.0,5.32,4.98,4.99,9.5,11.5,12.8,12.9,11.5,19.7,568.0,5.31,4.98,4.99,NEUTRAL
216.0,-551.0,-465.0,-506.0,-551.0,-471.0,52000.0,9.63,0.0,0.0,218.0,-559.0,-552.0,-475.0,-559.0,-499.0,55600.0,9.37,0.0,4.91,NEGATIVE
161.0,-754.0,-617.0,-754.0,-688.0,-752.0,94200.0,10.7,0.0,0.0,183.0,-752.0,-676.0,-752.0,-746.0,-683.0,106000.0,9.48,0.0,4.93,POSITIVE
12.6,1.81,7.65,2.82,1.81,5.5,947.0,5.67,0.0,0.0,10.7,1.29,1.29,5.52,5.57,6.41,469.0,3.44,0.0,0.0,POSITIVE
118.0,-678.0,-678.0,-662.0,-593.0,-588.0,80300.0,9.78,0.0,0.0,110.0,-691.0,-586.0,-589.0,-691.0,-627.0,74100.0,10.1,0.0,0.0,NEGATIVE
197.0,-484.0,-484.0,-461.0,-444.0,-414.0,41500.0,9.07,0.0,0.0,194.0,-500.0,-445.0,-411.0,-500.0,-450.0,40000.0,9.5,0.0,0.0,NEGATIVE
164.0,-827.0,-794.0,-768.0,-776.0,-827.0,118000.0,10.7,0.0,0.0,158.0,-826.0,-779.0,-826.0,-728.0,-807.0,117000.0,10.7,0.0,0.0,NEGATIVE
15.2,-13.6,-7.44,-13.6,-11.8,-6.06,597.0,5.89,0.0,0.0,16.3,-16.4,-11.5,-6.97,-16.4,-4.56,285.0,5.74,0.0,0.0,POSITIVE
50.2,-1010.0,-1010.0,-1010.0,-986.0,-1000.0,184000.0,11.0,0.0,0.0,68.4,-1000.0,-986.0,-1000.0,-1000.0,-997.0,186000.0,11.0,0.0,0.0,NEGATIVE
218.0,-611.0,-590.0,-611.0,-497.0,-606.0,64000.0,10.2,0.0,0.0,224.0,-608.0,-494.0,-608.0,-589.0,-547.0,64400.0,10.1,0.0,0.0,NEGATIVE
59.1,-19.2,33.5,-18.3,-19.2,-2.05,750.0,5.09,0.0,0.0,12.2,-20.1,-20.1,-3.63,-11.6,1.57,794.0,5.7,4.97,4.97,NEUTRAL
14.5,-2.57,-0.819,9.13,2.59,-2.57,355.0,5.02,0.0,0.0,14.3,-7.08,3.05,-3.14,-7.08,-1.77,296.0,3.72,0.0,0.0,POSITIVE
187.0,-626.0,-599.0,-608.0,-626.0,-613.0,73000.0,10.1,0.0,0.0,201.0,-640.0,-628.0,-615.0,-640.0,-568.0,76900.0,10.0,0.0,0.0,NEGATIVE
22.1,-36.6,-25.4,-36.6,-30.8,-20.6,210.0,6.12,0.0,0.0,21.4,-32.0,-31.3,-20.9,-32.0,-28.5,251.0,5.75,0.0,0.0,POSITIVE
15.4,-2.22,-2.22,-1.05,7.32,-1.23,619.0,5.86,4.98,4.99,14.1,-0.433,7.26,-0.433,2.03,3.55,783.0,4.67,4.98,4.98,NEUTRAL
8.83,5.61,11.3,5.61,15.3,6.52,522.0,5.82,4.97,4.97,10.6,1.77,15.2,6.7,1.77,15.1,1160.0,5.88,0.0,0.0,NEUTRAL
245.0,-669.0,-586.0,-654.0,-582.0,-669.0,68300.0,10.3,0.0,0.0,240.0,-677.0,-586.0,-664.0,-677.0,-660.0,77000.0,10.3,0.0,0.0,NEGATIVE
193.0,-729.0,-656.0,-729.0,-720.0,-685.0,82800.0,10.3,0.0,0.0,202.0,-808.0,-685.0,-690.0,-808.0,-637.0,96600.0,9.92,0.0,0.0,NEGATIVE
243.0,-1060.0,-1040.0,-1040.0,-1040.0,-1060.0,200000.0,11.2,0.0,0.0,243.0,-1060.0,-1040.0,-1060.0,-1050.0,-1060.0,203000.0,11.1,0.0,0.0,NEGATIVE
17.4,-24.0,-24.0,1.68,3.5,13.7,5340.0,8.93,0.0,0.0,12.8,2.9,2.9,12.8,3.75,8.08,511.0,4.66,0.0,0.0,NEUTRAL
245.0,-663.0,-497.0,-523.0,-479.0,-663.0,46600.0,9.75,0.0,0.0,245.0,-665.0,-483.0,-665.0,-594.0,-568.0,66600.0,10.3,0.0,0.0,NEGATIVE
238.0,-599.0,-499.0,-573.0,-599.0,-587.0,60400.0,10.2,0.0,0.0,242.0,-665.0,-599.0,-586.0,-665.0,-576.0,74800.0,9.88,0.0,0.0,NEGATIVE
18.0,-29.4,-25.2,-17.5,-29.4,-12.6,254.0,5.65,0.0,0.0,19.8,-39.6,-29.8,-12.5,-33.6,-39.6,233.0,5.84,0.0,0.0,POSITIVE
16.0,-9.98,-7.62,-9.98,-9.36,-7.46,311.0,3.72,0.0,0.0,15.7,-9.13,-9.13,-7.04,-8.91,-8.13,265.0,5.28,0.0,0.0,POSITIVE
136.0,-618.0,-618.0,-582.0,-603.0,-587.0,70700.0,9.96,0.0,0.0,139.0,-663.0,-601.0,-584.0,-634.0,-663.0,72100.0,10.3,0.0,0.0,NEGATIVE
177.0,-1060.0,-1060.0,-1050.0,-1040.0,-990.0,208000.0,11.0,0.0,0.0,185.0,-1070.0,-1060.0,-1070.0,-1030.0,-974.0,211000.0,10.8,0.0,0.0,NEGATIVE
10.8,-4.53,0.0183,4.15,-4.53,-2.71,906.0,4.15,0.0,0.0,11.8,-8.71,-4.6,-2.73,-8.71,6.25,410.0,4.1,0.0,0.0,POSITIVE
11.9,-5.7,0.62,-5.7,-4.38,3.99,321.0,5.91,0.0,4.92,11.0,-2.05,-1.13,3.88,2.9,-2.05,991.0,3.31,0.0,0.0,NEUTRAL
253.0,-820.0,-820.0,-718.0,-584.0,-552.0,103000.0,9.74,0.0,0.0,255.0,-835.0,-578.0,-552.0,-835.0,-653.0,90000.0,9.73,0.0,0.0,POSITIVE
317.0,-883.0,-875.0,-881.0,-883.0,-867.0,147000.0,10.9,0.0,0.0,327.0,-883.0,-883.0,-868.0,-796.0,-759.0,139000.0,10.7,0.0,0.0,NEGATIVE
16.6,-16.2,-16.2,-4.41,-7.77,-13.8,536.0,5.63,0.0,0.0,15.8,-17.1,-7.87,-13.3,-7.7,-17.1,276.0,5.27,0.0,0.0,POSITIVE
9.13,2.07,3.17,6.9,2.07,7.24,1090.0,2.17,4.98,4.99,9.02,1.99,1.99,7.43,17.5,11.0,646.0,6.05,0.0,4.96,NEUTRAL
9.91,1.86,3.62,1.86,8.66,5.93,638.0,5.62,4.98,4.98,10.1,5.34,9.14,6.26,5.34,9.42,491.0,5.21,4.98,4.99,NEUTRAL
18.9,-23.1,-22.3,-18.9,-16.9,-23.1,423.0,3.0,0.0,0.0,18.4,-23.4,-16.8,-23.4,-12.6,-14.3,207.0,2.79,0.0,0.0,POSITIVE
10.2,-6.7,9.24,-6.7,0.509,2.23,560.0,5.82,4.98,4.99,9.97,1.29,1.29,2.35,12.8,1.93,768.0,3.96,4.98,4.99,NEUTRAL
6.6,13.8,18.5,18.4,17.8,13.8,858.0,5.1,4.98,4.99,6.65,13.3,17.5,13.3,14.2,18.8,608.0,4.48,4.98,4.99,NEUTRAL
11.2,3.53,6.27,7.96,3.53,18.5,411.0,5.2,4.97,4.97,10.9,3.89,3.89,18.7,5.64,12.5,646.0,5.75,4.98,4.98,NEUTRAL
242.0,-620.0,-614.0,-563.0,-620.0,-582.0,71700.0,9.8,0.0,4.96,233.0,-622.0,-622.0,-585.0,-574.0,-596.0,71600.0,9.83,0.0,4.95,POSITIVE
16.6,-11.1,19.2,20.1,-6.64,-11.1,720.0,4.82,4.98,4.98,16.8,-13.3,-10.8,-13.3,7.47,0.791,388.0,5.17,4.97,4.97,NEUTRAL
179.0,-606.0,-606.0,-597.0,-491.0,-568.0,59600.0,10.2,0.0,0.0,191.0,-569.0,-492.0,-569.0,-520.0,-569.0,52900.0,10.1,0.0,0.0,NEGATIVE
252.0,-746.0,-637.0,-746.0,-742.0,-571.0,101000.0,10.2,0.0,0.0,278.0,-763.0,-742.0,-570.0,-763.0,-730.0,91800.0,10.2,0.0,0.0,POSITIVE
14.9,-25.9,-25.9,-12.9,-6.09,6.61,542.0,5.71,4.99,4.99,11.7,-6.13,-6.13,6.17,0.612,9.39,359.0,2.39,4.98,4.98,NEUTRAL
236.0,-687.0,-648.0,-687.0,-685.0,-676.0,86700.0,10.5,0.0,0.0,237.0,-735.0,-624.0,-627.0,-735.0,-659.0,82800.0,10.4,0.0,0.0,NEGATIVE
11.0,-0.158,17.1,-0.158,18.5,7.97,1310.0,5.64,4.97,4.98,10.0,7.86,18.6,7.86,11.7,11.6,553.0,5.2,4.98,4.99,NEUTRAL
19.0,-24.1,-8.47,-1.93,-24.1,-11.8,664.0,6.27,0.0,0.0,18.2,-24.0,-24.0,-10.9,-12.7,-3.2,618.0,3.93,0.0,0.0,NEUTRAL
191.0,-504.0,-504.0,-419.0,-501.0,-426.0,45900.0,8.94,0.0,0.0,195.0,-499.0,-499.0,-426.0,-499.0,-376.0,45500.0,8.64,0.0,4.93,POSITIVE
12.4,0.247,8.05,4.83,0.247,6.32,806.0,4.05,0.0,0.0,12.4,0.0237,0.0237,5.78,4.32,11.0,689.0,6.16,0.0,0.0,NEUTRAL
227.0,-833.0,-722.0,-577.0,-799.0,-833.0,101000.0,10.8,0.0,0.0,225.0,-831.0,-795.0,-831.0,-813.0,-708.0,131000.0,10.4,0.0,0.0,NEGATIVE
367.0,-929.0,-733.0,-751.0,-929.0,-859.0,132000.0,10.7,0.0,0.0,369.0,-931.0,-931.0,-857.0,-825.0,-890.0,151000.0,10.8,0.0,0.0,NEGATIVE
18.2,-29.3,-29.3,-12.4,-16.8,-23.6,176.0,4.85,0.0,0.0,18.8,-24.3,-15.8,-24.3,-12.2,-14.3,343.0,5.18,0.0,0.0,POSITIVE
12.6,10.8,14.5,14.7,10.8,11.0,433.0,6.09,0.0,0.0,10.1,2.92,4.36,2.92,9.3,13.5,807.0,4.57,4.98,4.99,NEUTRAL
8.84,11.3,20.1,11.3,16.4,13.7,307.0,4.44,0.0,0.0,8.07,14.1,17.2,14.1,21.0,18.1,437.0,5.98,0.0,0.0,NEUTRAL
208.0,-804.0,-804.0,-636.0,-580.0,-694.0,86200.0,9.51,0.0,0.0,209.0,-842.0,-609.0,-718.0,-842.0,-650.0,100000.0,10.1,0.0,0.0,NEGATIVE
18.3,-18.1,-4.77,-10.0,-6.27,-18.1,872.0,5.97,0.0,0.0,21.8,-53.9,-4.42,-17.8,-53.9,-41.8,694.0,2.7,0.0,0.0,POSITIVE
45.2,-80.9,-68.3,-80.9,-2.26,5.35,2930.0,7.39,0.0,0.0,15.1,-33.0,-2.62,4.83,-33.0,-11.4,598.0,5.33,0.0,0.0,POSITIVE
350.0,-917.0,-804.0,-906.0,-892.0,-917.0,143000.0,10.8,0.0,0.0,348.0,-1010.0,-890.0,-921.0,-921.0,-1010.0,159000.0,11.3,0.0,0.0,NEGATIVE
19.6,7.68,13.7,25.6,11.0,7.68,952.0,6.62,0.0,4.92,399.0,-828.0,-19.3,-2.43,78.4,-828.0,4440.0,9.81,0.0,4.83,POSITIVE
9.87,1.99,13.1,1.99,15.1,5.75,1480.0,5.21,0.0,0.0,9.58,5.65,15.0,5.65,14.9,13.1,1450.0,6.18,0.0,0.0,NEUTRAL
0.192,-971.0,-971.0,-971.0,-971.0,-971.0,166000.0,10.9,0.0,0.0,0.184,-971.0,-971.0,-971.0,-971.0,-971.0,175000.0,10.9,0.0,0.0,NEGATIVE
292.0,-958.0,-860.0,-826.0,-958.0,-774.0,147000.0,10.7,0.0,0.0,279.0,-963.0,-963.0,-778.0,-756.0,-754.0,135000.0,10.4,0.0,0.0,NEGATIVE
230.0,-970.0,-934.0,-947.0,-847.0,-970.0,163000.0,11.0,0.0,0.0,229.0,-970.0,-847.0,-970.0,-909.0,-897.0,162000.0,10.9,0.0,0.0,NEGATIVE
207.0,-662.0,-662.0,-398.0,-572.0,-479.0,62300.0,8.25,0.0,0.0,200.0,-571.0,-571.0,-486.0,-481.0,-464.0,50900.0,9.24,0.0,0.0,NEGATIVE
103.0,-363.0,-45.4,-363.0,-90.5,-66.7,8510.0,9.27,0.0,0.0,34.2,-85.3,-85.3,-61.5,-45.0,-25.8,443.0,3.8,0.0,0.0,POSITIVE
14.5,3.33,13.5,3.33,18.9,11.8,582.0,5.59,4.95,4.96,12.5,8.62,18.8,8.62,19.1,11.2,960.0,5.12,0.0,0.0,NEUTRAL
25.4,7.01,37.3,25.6,10.8,7.01,1320.0,4.03,0.0,4.88,12.6,7.14,11.0,7.14,13.7,26.1,1240.0,5.87,0.0,4.99,POSITIVE
29.7,-48.9,-21.9,-6.58,-48.9,-36.6,5520.0,4.0,0.0,0.0,17.0,-48.8,-48.8,-36.5,-12.2,-31.6,744.0,6.05,0.0,0.0,POSITIVE
19.8,-31.1,-23.8,-12.7,-31.1,-20.6,1440.0,5.99,0.0,0.0,44.2,-110.0,-31.4,-21.7,-21.2,-110.0,7120.0,8.63,0.0,0.0,POSITIVE
201.0,-682.0,-643.0,-661.0,-682.0,-668.0,81400.0,10.4,0.0,0.0,203.0,-727.0,-677.0,-676.0,-698.0,-727.0,88000.0,10.6,0.0,0.0,NEGATIVE
250.0,-648.0,-598.0,-589.0,-648.0,-609.0,71500.0,10.1,0.0,0.0,241.0,-666.0,-660.0,-613.0,-666.0,-654.0,80700.0,10.2,0.0,0.0,NEGATIVE
12.2,9.2,17.5,9.2,21.2,25.1,594.0,6.07,0.0,0.0,15.6,2.36,20.0,25.3,7.28,2.36,1180.0,6.26,0.0,0.0,POSITIVE
221.0,-691.0,-545.0,-691.0,-608.0,-595.0,76500.0,10.3,0.0,0.0,220.0,-640.0,-606.0,-587.0,-640.0,-586.0,74100.0,10.1,0.0,0.0,NEGATIVE
645.0,-1010.0,-133.0,-827.0,-987.0,-1010.0,146000.0,4.82,0.0,4.95,224.0,-1020.0,-992.0,-1020.0,-1010.0,-1020.0,215000.0,11.0,0.0,4.81,POSITIVE
212.0,-930.0,-930.0,-796.0,-744.0,-819.0,131000.0,10.6,0.0,0.0,203.0,-816.0,-738.0,-816.0,-735.0,-788.0,110000.0,10.7,0.0,0.0,NEGATIVE
10.1,4.07,4.07,13.4,10.2,6.16,396.0,6.08,4.98,4.97,9.56,6.23,10.4,6.23,10.0,7.04,896.0,6.42,4.98,4.99,NEUTRAL
181.0,-613.0,-552.0,-566.0,-533.0,-613.0,59600.0,10.2,0.0,0.0,187.0,-627.0,-532.0,-614.0,-627.0,-552.0,70000.0,9.97,0.0,0.0,NEGATIVE
16.7,-42.9,-42.9,-8.28,-17.2,-9.14,827.0,5.51,0.0,4.92,19.0,-18.5,-18.5,-9.42,-0.997,-15.6,511.0,5.99,0.0,4.95,POSITIVE
14.3,-7.08,3.05,-3.14,-7.08,-1.77,296.0,3.72,0.0,0.0,13.8,-6.77,-6.77,-2.22,-0.915,3.39,361.0,6.01,0.0,0.0,POSITIVE
9.63,3.11,14.9,8.57,4.06,3.11,847.0,5.83,4.97,5.0,9.38,3.56,3.76,3.56,15.8,9.54,876.0,5.53,4.98,4.99,NEUTRAL
203.0,-390.0,-390.0,-308.0,-355.0,-355.0,25100.0,8.24,0.0,4.92,193.0,-410.0,-365.0,-359.0,-269.0,-410.0,22400.0,8.98,0.0,4.91,POSITIVE
242.0,-648.0,-571.0,-648.0,-429.0,-605.0,63500.0,9.72,0.0,4.96,257.0,-849.0,-436.0,-604.0,-849.0,-694.0,87400.0,10.2,0.0,4.95,POSITIVE
13.5,-36.1,-36.1,-19.5,-16.1,-14.3,737.0,6.22,0.0,0.0,24.6,-21.1,-16.3,-14.3,-21.1,-6.38,596.0,8.2,0.0,0.0,POSITIVE
257.0,-664.0,-537.0,-619.0,-631.0,-664.0,68700.0,10.3,0.0,0.0,267.0,-657.0,-602.0,-657.0,-611.0,-417.0,75300.0,4.87,0.0,0.0,NEGATIVE
12.2,-6.46,-6.46,0.907,3.95,2.07,742.0,-2.56,0.0,0.0,10.9,0.884,3.34,2.63,0.884,2.07,229.0,4.67,0.0,0.0,POSITIVE
261.0,-1010.0,-1010.0,-982.0,-940.0,-951.0,177000.0,11.1,0.0,0.0,263.0,-972.0,-962.0,-951.0,-971.0,-972.0,174000.0,11.0,0.0,0.0,NEGATIVE
248.0,-642.0,-628.0,-595.0,-624.0,-642.0,67700.0,10.1,0.0,0.0,245.0,-659.0,-626.0,-636.0,-576.0,-659.0,69300.0,10.3,0.0,0.0,NEGATIVE
11.6,-0.0145,-0.0145,5.25,5.95,4.91,435.0,0.519,4.96,4.98,11.7,3.19,5.74,5.81,3.19,3.2,465.0,5.31,4.95,4.97,NEUTRAL
8.91,2.71,13.6,2.71,10.2,13.9,450.0,5.26,4.96,4.96,9.21,8.31,9.53,15.5,8.31,10.8,793.0,6.37,0.0,4.98,NEUTRAL
224.0,-599.0,-505.0,-599.0,-493.0,-516.0,55900.0,9.94,0.0,0.0,226.0,-622.0,-491.0,-513.0,-568.0,-622.0,46100.0,9.92,0.0,0.0,NEGATIVE
155.0,-450.0,-383.0,-406.0,-450.0,-334.0,34100.0,8.88,0.0,0.0,154.0,-454.0,-454.0,-328.0,-410.0,-339.0,32500.0,8.2,0.0,0.0,POSITIVE
151.0,-590.0,-590.0,-570.0,-560.0,-581.0,65300.0,9.86,0.0,0.0,169.0,-613.0,-558.0,-580.0,-600.0,-613.0,65800.0,10.1,0.0,0.0,NEGATIVE
140.0,-449.0,-375.0,-341.0,-449.0,-403.0,29700.0,9.19,0.0,0.0,153.0,-467.0,-467.0,-397.0,-429.0,-409.0,36600.0,8.8,0.0,0.0,NEGATIVE
769.0,-1040.0,-966.0,-1020.0,-998.0,-1040.0,174000.0,10.6,0.0,0.0,723.0,-1070.0,-1070.0,-1040.0,99.0,928.0,151000.0,5.23,0.0,0.0,NEGATIVE
269.0,-605.0,-501.0,-561.0,-605.0,-554.0,59900.0,9.92,0.0,0.0,278.0,-680.0,-598.0,-553.0,-555.0,-680.0,63600.0,10.2,0.0,0.0,NEGATIVE
11.2,-5.35,6.23,3.94,2.43,-5.35,649.0,4.67,4.97,4.99,10.8,-4.89,1.59,-4.89,6.95,3.96,319.0,6.21,4.96,4.98,NEUTRAL
185.0,-728.0,-606.0,-616.0,-728.0,-693.0,85100.0,10.3,0.0,0.0,190.0,-756.0,-732.0,-683.0,-649.0,-756.0,86400.0,10.7,0.0,0.0,POSITIVE
14.2,-4.34,0.585,3.92,-4.34,5.08,765.0,5.31,4.98,4.98,14.7,-8.81,-4.54,5.37,-8.81,-3.27,474.0,0.177,4.98,4.97,NEUTRAL
9.32,7.27,7.27,13.6,12.0,18.3,679.0,5.08,4.93,4.94,8.55,12.6,15.6,16.5,12.6,14.0,594.0,5.7,4.97,4.99,NEUTRAL
10.8,-22.8,-7.93,-22.8,-19.2,-8.23,551.0,4.12,0.0,0.0,10.3,-25.2,-18.7,-8.35,-15.8,-25.2,799.0,5.26,0.0,0.0,POSITIVE
164.0,-948.0,-948.0,-932.0,-843.0,-865.0,167000.0,10.8,0.0,0.0,178.0,-981.0,-852.0,-869.0,-981.0,-819.0,165000.0,10.7,0.0,0.0,POSITIVE
215.0,-927.0,-817.0,-842.0,-859.0,-927.0,119000.0,11.2,0.0,0.0,211.0,-938.0,-905.0,-932.0,-938.0,-872.0,165000.0,10.7,0.0,0.0,NEGATIVE
18.8,-24.3,-15.8,-24.3,-12.2,-14.3,343.0,5.18,0.0,0.0,19.5,-22.2,-12.7,-13.6,-22.2,-19.0,204.0,5.53,0.0,0.0,POSITIVE
17.7,-46.8,-46.8,-21.7,-32.2,-19.3,718.0,5.32,0.0,0.0,19.6,-48.9,-32.3,-19.4,-48.9,-38.0,796.0,6.02,0.0,0.0,POSITIVE
160.0,-1060.0,-1040.0,-1060.0,-1050.0,-1050.0,204000.0,11.2,0.0,0.0,173.0,-1070.0,-1050.0,-1060.0,-1050.0,-1070.0,206000.0,11.2,0.0,0.0,NEGATIVE
210.0,-632.0,-586.0,-562.0,-632.0,-588.0,66200.0,9.58,0.0,0.0,210.0,-624.0,-624.0,-587.0,-523.0,-603.0,63200.0,9.94,0.0,0.0,NEGATIVE
14.0,-12.1,-12.1,-2.07,8.77,-6.63,331.0,4.45,0.0,0.0,13.8,-8.87,10.0,-7.46,-8.87,5.4,428.0,4.01,0.0,0.0,POSITIVE
14.3,-2.79,-2.79,-1.66,8.84,3.69,405.0,5.69,4.96,4.97,13.8,1.21,8.83,3.32,13.0,1.21,709.0,2.14,0.0,4.96,NEUTRAL
194.0,-684.0,-684.0,-585.0,-561.0,-579.0,74200.0,10.1,0.0,0.0,183.0,-602.0,-558.0,-582.0,-602.0,-537.0,67500.0,9.98,0.0,0.0,NEGATIVE
15.6,2.36,20.0,25.3,7.28,2.36,1180.0,6.26,0.0,0.0,12.6,1.81,7.65,2.82,1.81,5.5,947.0,5.67,0.0,0.0,POSITIVE
293.0,-700.0,-620.0,-621.0,-585.0,-700.0,72400.0,10.4,0.0,0.0,288.0,-697.0,-582.0,-697.0,-650.0,-633.0,81000.0,10.4,0.0,0.0,NEGATIVE
32.7,-36.5,16.6,-36.5,-27.7,-11.2,3890.0,7.77,0.0,0.0,19.6,-28.0,-28.0,-11.5,-1.54,-2.17,453.0,2.48,0.0,0.0,POSITIVE
255.0,-807.0,-807.0,-735.0,-677.0,-764.0,107000.0,7.09,0.0,0.0,258.0,-824.0,-680.0,-770.0,-760.0,-824.0,104000.0,10.6,0.0,0.0,POSITIVE
11.0,5.2,18.7,5.2,17.7,7.98,803.0,5.16,4.96,4.96,13.6,6.9,17.5,7.94,12.7,6.9,762.0,4.53,4.97,4.97,NEUTRAL
10.6,0.188,2.05,0.818,6.73,0.188,880.0,3.6,0.0,0.0,9.53,-2.12,6.84,0.414,3.28,-2.12,429.0,5.72,0.0,0.0,POSITIVE
276.0,-693.0,-630.0,-635.0,-617.0,-693.0,75000.0,10.5,0.0,0.0,274.0,-701.0,-639.0,-697.0,-701.0,-666.0,87100.0,10.4,0.0,0.0,NEGATIVE
220.0,-640.0,-606.0,-587.0,-640.0,-586.0,74100.0,10.1,0.0,0.0,219.0,-680.0,-645.0,-587.0,-680.0,-573.0,81500.0,9.87,0.0,0.0,NEGATIVE
142.0,-1040.0,-1020.0,-1030.0,-1030.0,-1040.0,197000.0,11.1,0.0,0.0,145.0,-1040.0,-1030.0,-1040.0,-1040.0,-1040.0,201000.0,11.2,0.0,0.0,NEGATIVE
239.0,-1060.0,-1050.0,-1050.0,-1060.0,-1030.0,209000.0,11.0,0.0,0.0,249.0,-1060.0,-1060.0,-1030.0,-1050.0,-1020.0,201000.0,11.0,0.0,0.0,NEGATIVE
16.3,-14.2,-6.16,-14.2,-4.56,-0.298,205.0,4.88,0.0,0.0,15.0,-9.3,-6.01,0.124,-4.77,-9.3,272.0,3.61,0.0,0.0,POSITIVE
248.0,-625.0,-612.0,-558.0,-625.0,-591.0,61600.0,9.72,0.0,0.0,248.0,-642.0,-628.0,-595.0,-624.0,-642.0,67700.0,10.1,0.0,0.0,NEGATIVE
239.0,-631.0,-572.0,-535.0,-614.0,-631.0,65800.0,10.1,0.0,0.0,241.0,-638.0,-614.0,-633.0,-638.0,-621.0,78000.0,10.1,0.0,0.0,NEGATIVE
16.2,-0.168,7.28,12.6,2.5,-0.168,604.0,3.19,4.92,4.92,15.1,-0.567,2.0,-0.567,7.19,2.99,978.0,5.94,4.88,4.88,NEUTRAL
8.6,4.66,16.7,4.66,8.26,12.7,788.0,4.54,4.96,4.99,8.44,7.78,7.78,12.1,16.3,13.9,417.0,5.07,4.97,4.98,NEUTRAL
10.8,-4.89,1.59,-4.89,6.95,3.96,319.0,6.21,4.96,4.98,11.5,1.51,7.12,3.78,1.51,4.28,1130.0,7.12,4.96,4.99,NEUTRAL
11.5,-18.0,-18.0,7.32,18.0,4.29,382.0,5.96,4.99,4.98,8.46,4.02,17.7,4.02,15.9,16.8,963.0,5.35,4.99,4.99,NEUTRAL
9.17,-3.87,6.63,-3.87,7.61,1.76,588.0,5.24,0.0,0.0,9.75,1.63,7.17,1.63,7.09,7.3,705.0,4.25,0.0,0.0,POSITIVE
361.0,-894.0,-894.0,-862.0,-842.0,-741.0,149000.0,10.5,0.0,0.0,359.0,-842.0,-842.0,-740.0,-822.0,-790.0,126000.0,10.6,0.0,0.0,NEGATIVE
